-182.457, 59.461, 3.678, 17.600
-182.447, 59.092, 3.708, 17.800
-182.437, 58.720, 3.739, 18.000
-182.427, 58.344, 3.770, 18.200
-182.417, 57.965, 3.801, 18.400
-182.407, 57.584, 3.833, 18.600
-182.397, 57.199, 3.864, 18.800
-182.388, 56.810, 3.897, 19.000
-182.378, 56.419, 3.929, 19.200
-182.369, 56.024, 3.961, 19.400
-182.360, 55.626, 3.993, 19.600
-182.351, 55.225, 4.025, 19.800
-182.342, 54.821, 4.057, 20.000
-182.333, 54.413, 4.089, 20.200
-182.325, 54.003, 4.122, 20.400
-182.316, 53.589, 4.155, 20.600
-182.308, 53.171, 4.187, 20.800
-182.300, 52.751, 4.221, 21.000
-182.291, 52.327, 4.254, 21.200
-182.283, 51.899, 4.288, 21.400
-182.275, 51.469, 4.322, 21.600
-182.268, 51.034, 4.357, 21.800
-182.260, 50.597, 4.392, 22.000
-182.252, 50.155, 4.427, 22.200
-182.245, 49.711, 4.463, 22.400
-182.237, 49.262, 4.499, 22.600
-182.230, 48.810, 4.535, 22.800
-182.222, 48.355, 4.572, 23.000
-182.215, 47.895, 4.609, 23.200
-182.208, 47.432, 4.646, 23.400
-182.201, 46.966, 4.684, 23.600
-182.194, 46.495, 4.722, 23.800
-182.187, 46.021, 4.760, 24.000
-182.180, 45.542, 4.799, 24.200
-182.174, 45.060, 4.838, 24.400
-182.167, 44.574, 4.877, 24.600
-182.160, 44.084, 4.917, 24.800
-182.154, 43.590, 4.957, 25.000
-182.147, 43.092, 4.998, 25.200
-182.141, 42.590, 5.039, 25.400
-182.134, 42.084, 5.080, 25.600
-182.128, 41.575, 5.078, 25.800
-182.122, 41.071, 5.029, 26.000
-182.116, 40.570, 5.010, 26.200
-182.110, 40.069, 5.019, 26.400
-182.104, 39.564, 5.057, 26.600
-182.098, 39.055, 5.118, 26.800
-182.092, 38.538, 5.195, 27.000
-182.086, 38.013, 5.281, 27.200
-182.080, 37.480, 5.368, 27.400
-182.074, 36.938, 5.451, 27.600
-182.068, 36.389, 5.525, 27.800
-182.062, 35.833, 5.590, 28.000
-182.057, 35.270, 5.645, 28.200
-182.051, 34.703, 5.693, 28.400
-182.045, 34.132, 5.736, 28.600
-182.039, 33.556, 5.776, 28.800
-182.034, 32.977, 5.815, 29.000
-182.028, 32.393, 5.856, 29.200
-182.022, 31.805, 5.899, 29.400
-182.017, 31.213, 5.944, 29.600
-182.011, 30.616, 5.994, 29.800
-182.006, 30.013, 6.046, 30.000
-182.000, 29.406, 6.100, 30.200
-181.995, 28.793, 6.156, 30.400
-181.989, 28.174, 6.213, 30.600
-181.984, 27.549, 6.271, 30.800
-181.979, 26.919, 6.328, 31.000
-181.973, 26.283, 6.386, 31.200
-181.968, 25.641, 6.443, 31.400
-181.962, 24.994, 6.500, 31.600
-181.957, 24.341, 6.556, 31.800
-181.952, 23.682, 6.613, 32.000
-181.946, 23.017, 6.671, 32.200
-181.941, 22.347, 6.729, 32.400
-181.936, 21.671, 6.788, 32.600
-181.930, 20.989, 6.847, 32.800
-181.925, 20.301, 6.906, 33.000
-181.920, 19.607, 6.965, 33.200
-181.914, 18.907, 7.024, 33.400
-181.909, 18.202, 7.084, 33.600
-181.904, 17.490, 7.144, 33.800
-181.899, 16.772, 7.206, 34.000
-181.893, 16.048, 7.269, 34.200
-181.888, 15.317, 7.332, 34.400
-181.883, 14.580, 7.397, 34.600
-181.877, 13.837, 7.461, 34.800
-181.872, 13.087, 7.527, 35.000
-181.866, 12.331, 7.592, 35.200
-181.861, 11.568, 7.658, 35.400
-181.856, 10.798, 7.724, 35.600
-181.850, 10.022, 7.790, 35.800
-181.845, 9.239, 7.857, 36.000
-181.840, 8.449, 7.924, 36.200
-181.834, 7.653, 7.993, 36.400
-181.829, 6.849, 8.062, 36.600
-181.823, 6.039, 8.133, 36.800
-181.818, 5.221, 8.204, 37.000
-181.812, 4.397, 8.276, 37.200
-181.807, 3.565, 8.349, 37.400
-181.801, 2.726, 8.423, 37.600
-181.795, 1.879, 8.498, 37.800
-181.790, 1.025, 8.573, 38.000
-181.784, 0.163, 8.649, 38.200
-181.778, -0.706, 8.726, 38.400
-181.773, -1.584, 8.803, 38.600
-181.767, -2.468, 8.882, 38.800
-181.761, -3.361, 8.960, 39.000
-181.755, -4.262, 9.040, 39.200
-181.749, -5.171, 9.120, 39.400
-181.743, -6.087, 9.202, 39.600
-181.737, -7.012, 9.284, 39.800
-181.731, -7.946, 9.366, 40.000
-181.725, -8.887, 9.450, 40.200
-181.719, -9.837, 9.535, 40.400
-181.713, -10.796, 9.620, 40.600
-181.707, -11.763, 9.707, 40.800
-181.701, -12.738, 9.794, 41.000
-181.694, -13.723, 9.882, 41.200
-181.688, -14.716, 9.971, 41.400
-181.682, -15.719, 10.061, 41.600
-181.675, -16.730, 10.152, 41.800
-181.669, -17.751, 10.244, 42.000
-181.662, -18.781, 10.336, 42.200
-181.655, -19.820, 10.430, 42.400
-181.648, -20.868, 10.524, 42.600
-181.642, -21.926, 10.620, 42.800
-181.635, -22.994, 10.716, 43.000
-181.628, -24.071, 10.814, 43.200
-181.621, -25.158, 10.912, 43.400
-181.614, -26.255, 11.011, 43.600
-181.607, -27.363, 11.112, 43.800
-181.599, -28.480, 11.213, 44.000
-181.592, -29.607, 11.316, 44.200
-181.585, -30.745, 11.419, 44.400
-181.577, -31.893, 11.524, 44.600
-181.569, -33.051, 11.631, 44.800
-181.562, -34.221, 11.739, 45.000
-181.554, -35.401, 11.849, 45.200
-181.546, -36.593, 11.960, 45.400
-181.538, -37.795, 12.073, 45.600
-181.530, -39.009, 12.188, 45.800
-181.522, -40.235, 12.304, 46.000
-181.514, -41.472, 12.421, 46.200
-181.505, -42.721, 12.539, 46.400
-181.497, -43.982, 12.658, 46.600
-181.488, -45.255, 12.779, 46.800
-181.479, -46.540, 12.900, 47.000
-181.471, -47.837, 13.022, 47.200
-181.462, -49.147, 13.145, 47.400
-181.452, -50.468, 13.270, 47.600
-181.443, -51.803, 13.396, 47.800
-181.434, -53.150, 13.523, 48.000
-181.424, -54.510, 13.651, 48.200
-181.415, -55.882, 13.781, 48.400
-181.405, -57.268, 13.913, 48.600
-181.395, -58.667, 14.045, 48.800
-181.385, -60.080, 14.180, 49.000
-181.375, -61.506, 14.315, 49.200
-181.364, -62.945, 14.452, 49.400
-181.354, -64.399, 14.590, 49.600
-181.343, -65.866, 14.730, 49.800
-181.332, -67.347, 14.871, 50.000
-181.321, -68.843, 15.014, 50.200
-181.310, -70.353, 15.158, 50.400
-181.299, -71.877, 15.304, 50.600
-181.287, -73.416, 15.451, 50.800
-181.275, -74.970, 15.599, 51.000
-181.263, -76.538, 15.749, 51.200
-181.251, -78.122, 15.901, 51.400
-181.239, -79.721, 16.054, 51.600
-181.226, -81.336, 16.209, 51.800
-181.214, -82.966, 16.365, 52.000
-181.201, -84.612, 16.523, 52.200
-181.187, -86.273, 16.682, 52.400
-181.174, -87.951, 16.844, 52.600
-181.160, -89.644, 16.997, 52.800
-181.146, -91.351, 17.118, 53.000
-181.132, -93.067, 17.182, 53.200
-181.118, -94.784, 17.174, 53.400
-181.104, -96.496, 17.093, 53.600
-181.090, -98.196, 16.952, 53.800
-181.075, -99.879, 16.769, 54.000
-181.061, -101.543, 16.566, 54.200
-181.047, -103.187, 16.361, 54.400
-181.032, -104.811, 16.172, 54.600
-181.018, -106.418, 16.012, 54.800
-181.004, -108.012, 15.888, 55.000
-180.990, -109.596, 15.803, 55.200
-180.975, -111.174, 15.751, 55.400
-180.961, -112.748, 15.725, 55.600
-180.946, -114.321, 15.714, 55.800
-180.931, -115.892, 15.704, 56.000
-180.917, -117.462, 15.687, 56.200
-180.902, -119.029, 15.654, 56.400
-180.887, -120.591, 15.602, 56.600
-180.872, -122.147, 15.532, 56.800
-180.857, -123.695, 15.446, 57.000
-180.842, -125.233, 15.347, 57.200
-180.826, -126.762, 15.243, 57.400
-180.811, -128.280, 15.138, 57.600
-180.796, -129.787, 15.038, 57.800
-180.781, -131.285, 14.944, 58.000
-180.765, -132.775, 14.861, 58.200
-180.750, -134.257, 14.786, 58.400
-180.734, -135.732, 14.721, 58.600
-180.719, -137.200, 14.661, 58.800
-180.703, -138.663, 14.606, 59.000
-180.687, -140.121, 14.551, 59.200
-180.672, -141.573, 14.495, 59.400
-180.656, -143.019, 14.436, 59.600
-180.640, -144.458, 14.373, 59.800
-180.623, -145.892, 14.305, 60.000
-180.607, -147.318, 14.235, 60.200
-180.591, -148.737, 14.162, 60.400
-180.574, -150.149, 14.087, 60.600
-180.558, -151.553, 14.013, 60.800
-180.541, -152.950, 13.940, 61.000
-180.524, -154.340, 13.869, 61.200
-180.508, -155.723, 13.800, 61.400
-180.491, -157.099, 13.734, 61.600
-180.473, -158.468, 13.669, 61.800
-180.456, -159.831, 13.606, 62.000
-180.439, -161.188, 13.545, 62.200
-180.421, -162.539, 13.483, 62.400
-180.403, -163.884, 13.422, 62.600
-180.385, -165.222, 13.360, 62.800
-180.367, -166.555, 13.297, 63.000
-180.348, -167.881, 13.234, 63.200
-180.329, -169.200, 13.171, 63.400
-180.310, -170.513, 13.107, 63.600
-180.290, -171.820, 13.044, 63.800
-180.271, -173.121, 12.980, 64.000
-180.250, -174.415, 12.918, 64.200
-180.229, -175.703, 12.856, 64.400
-180.207, -176.985, 12.794, 64.600
-180.183, -178.261, 12.733, 64.800
-180.155, -179.530, 12.673, 65.000
-180.121, -180.793, 12.613, 65.200
-180.079, -182.051, 12.554, 65.400
-180.026, -183.301, 12.495, 65.600
-179.964, -184.546, 12.436, 65.800
-179.886, -185.783, 12.376, 66.000
-179.792, -187.014, 12.317, 66.200
-179.682, -188.237, 12.259, 66.400
-179.555, -189.452, 12.201, 66.600
-179.411, -190.660, 12.143, 66.800
-179.246, -191.860, 12.085, 67.000
-179.061, -193.050, 12.028, 67.200
-178.856, -194.231, 11.972, 67.400
-178.632, -195.404, 11.918, 67.600
-178.391, -196.568, 11.864, 67.800
-178.129, -197.721, 11.814, 68.000
-177.849, -198.867, 11.785, 68.200
-177.550, -200.007, 11.794, 68.400
-177.235, -201.146, 11.846, 68.600
-176.903, -202.290, 11.942, 68.800
-176.551, -203.439, 12.070, 69.000
-176.180, -204.598, 12.227, 69.200
-175.789, -205.767, 12.400, 69.400
-175.381, -206.950, 12.579, 69.600
-174.951, -208.143, 12.756, 69.800
-174.503, -209.348, 12.924, 70.000
-174.035, -210.563, 13.081, 70.200
-173.549, -211.786, 13.222, 70.400
-173.044, -213.016, 13.351, 70.600
-172.523, -214.252, 13.469, 70.800
-171.985, -215.493, 13.580, 71.000
-171.430, -216.739, 13.687, 71.200
-170.860, -217.991, 13.796, 71.400
-170.274, -219.247, 13.909, 71.600
-169.673, -220.508, 14.028, 71.800
-169.055, -221.776, 14.155, 72.000
-168.422, -223.051, 14.290, 72.200
-167.773, -224.334, 14.432, 72.400
-167.109, -225.625, 14.579, 72.600
-166.430, -226.924, 14.730, 72.800
-165.735, -228.233, 14.883, 73.000
-165.025, -229.552, 15.037, 73.200
-164.300, -230.880, 15.191, 73.400
-163.561, -232.217, 15.343, 73.600
-162.808, -233.564, 15.494, 73.800
-162.041, -234.920, 15.643, 74.000
-161.263, -236.287, 15.792, 74.200
-160.472, -237.664, 15.940, 74.400
-159.669, -239.051, 16.089, 74.600
-158.856, -240.450, 16.240, 74.800
-158.033, -241.860, 16.392, 75.000
-157.200, -243.283, 16.547, 75.200
-156.359, -244.718, 16.705, 75.400
-155.510, -246.168, 16.866, 75.600
-154.655, -247.633, 17.029, 75.800
-153.796, -249.115, 17.195, 76.000
-152.934, -250.614, 17.363, 76.200
-152.074, -252.134, 17.531, 76.400
-151.219, -253.675, 17.700, 76.600
-150.369, -255.239, 17.859, 76.800
-149.530, -256.824, 17.982, 77.000
-148.708, -258.428, 18.049, 77.200
-147.908, -260.045, 18.045, 77.400
-147.134, -261.669, 17.972, 77.600
-146.390, -263.295, 17.841, 77.800
-145.681, -264.920, 17.669, 78.000
-145.009, -266.541, 17.490, 78.200
-144.372, -268.159, 17.350, 78.400
-143.767, -269.780, 17.279, 78.600
-143.194, -271.410, 17.280, 78.800
-142.649, -273.053, 17.336, 79.000
-142.128, -274.714, 17.436, 79.200
-141.630, -276.393, 17.569, 79.400
-141.155, -278.095, 17.719, 79.600
-140.702, -279.817, 17.858, 79.800
-140.271, -281.556, 17.960, 80.000
-139.862, -283.308, 18.004, 80.200
-139.478, -285.064, 17.976, 80.400
-139.121, -286.819, 17.878, 80.600
-138.788, -288.565, 17.725, 80.800
-138.481, -290.299, 17.534, 81.000
-138.201, -292.016, 17.325, 81.200
-137.946, -293.716, 17.118, 81.400
-137.716, -295.400, 16.930, 81.600
-137.508, -297.071, 16.771, 81.800
-137.324, -298.730, 16.651, 82.000
-137.161, -300.383, 16.570, 82.200
-137.018, -302.031, 16.522, 82.400
-136.897, -303.678, 16.499, 82.600
-136.796, -305.325, 16.490, 82.800
-136.716, -306.972, 16.483, 83.000
-136.658, -308.618, 16.466, 83.200
-136.621, -310.263, 16.434, 83.400
-136.607, -311.903, 16.382, 83.600
-136.617, -313.536, 16.310, 83.800
-136.649, -315.161, 16.221, 84.000
-136.705, -316.776, 16.119, 84.200
-136.785, -318.379, 16.010, 84.400
-136.889, -319.970, 15.900, 84.600
-137.017, -321.548, 15.794, 84.800
-137.168, -323.114, 15.696, 85.000
-137.343, -324.668, 15.608, 85.200
-137.545, -326.211, 15.529, 85.400
-137.772, -327.743, 15.461, 85.600
-138.027, -329.264, 15.400, 85.800
-138.307, -330.775, 15.344, 86.000
-138.616, -332.274, 15.289, 86.200
-138.952, -333.762, 15.234, 86.400
-139.317, -335.237, 15.174, 86.600
-139.713, -336.697, 15.109, 86.800
-140.137, -338.142, 15.042, 87.000
-140.590, -339.572, 14.970, 87.200
-141.067, -340.986, 14.896, 87.400
-141.568, -342.384, 14.820, 87.600
-142.087, -343.766, 14.744, 87.800
-142.625, -345.134, 14.667, 88.000
-143.178, -346.487, 14.592, 88.200
-143.745, -347.827, 14.518, 88.400
-144.325, -349.153, 14.446, 88.600
-144.916, -350.467, 14.376, 88.800
-145.518, -351.768, 14.320, 89.000
-146.132, -353.061, 14.302, 89.200
-146.757, -354.350, 14.338, 89.400
-147.395, -355.640, 14.430, 89.600
-148.047, -356.938, 14.570, 89.800
-148.713, -358.246, 14.745, 90.000
-149.395, -359.568, 14.946, 90.200
-150.092, -360.905, 15.166, 90.400
-150.804, -362.260, 15.394, 90.600
-151.532, -363.632, 15.620, 90.800
-152.273, -365.022, 15.835, 91.000
-153.027, -366.428, 16.033, 91.200
-153.793, -367.848, 16.210, 91.400
-154.568, -369.282, 16.367, 91.600
-155.352, -370.728, 16.505, 91.800
-156.143, -372.185, 16.631, 92.000
-156.940, -373.652, 16.750, 92.200
-157.742, -375.130, 16.868, 92.400
-158.550, -376.619, 16.993, 92.600
-159.362, -378.121, 17.127, 92.800
-160.179, -379.636, 17.275, 93.000
-161.002, -381.165, 17.435, 93.200
-161.830, -382.712, 17.609, 93.400
-162.663, -384.276, 17.793, 93.600
-163.501, -385.858, 17.985, 93.800
-164.344, -387.460, 18.182, 94.000
-165.190, -389.083, 18.380, 94.200
-166.040, -390.726, 18.577, 94.400
-166.892, -392.390, 18.771, 94.600
-167.745, -394.074, 18.961, 94.800
-168.600, -395.779, 19.146, 95.000
-169.454, -397.504, 19.328, 95.200
-170.307, -399.250, 19.506, 95.400
-171.157, -401.017, 19.683, 95.600
-172.003, -402.806, 19.856, 95.800
-172.844, -404.614, 20.006, 96.000
-173.676, -406.440, 20.103, 96.200
-174.497, -408.276, 20.125, 96.400
-175.302, -410.115, 20.061, 96.600
-176.088, -411.951, 19.919, 96.800
-176.850, -413.776, 19.717, 97.000
-177.587, -415.589, 19.479, 97.200
-178.298, -417.385, 19.227, 97.400
-178.982, -419.165, 18.985, 97.600
-179.639, -420.932, 18.769, 97.800
-180.269, -422.689, 18.594, 98.000
-180.873, -424.439, 18.467, 98.200
-181.452, -426.188, 18.388, 98.400
-182.007, -427.939, 18.351, 98.600
-182.542, -429.695, 18.343, 98.800
-183.056, -431.457, 18.352, 99.000
-183.553, -433.225, 18.381, 99.200
-184.034, -435.004, 18.447, 99.400
-184.501, -436.795, 18.551, 99.600
-184.956, -438.602, 18.685, 99.800
-185.403, -440.427, 18.841, 100.000
-185.842, -442.270, 19.016, 100.200
-186.277, -444.133, 19.205, 100.400
-186.706, -446.018, 19.404, 100.600
-187.132, -447.924, 19.612, 100.800
-187.554, -449.852, 19.827, 101.000
-187.974, -451.803, 20.046, 101.200
-188.390, -453.778, 20.270, 101.400
-188.805, -455.776, 20.496, 101.600
-189.217, -457.797, 20.723, 101.800
-189.627, -459.842, 20.944, 102.000
-190.036, -461.908, 21.135, 102.200
-190.441, -463.991, 21.275, 102.400
-190.843, -466.084, 21.348, 102.600
-191.240, -468.181, 21.348, 102.800
-191.631, -470.275, 21.280, 103.000
-192.015, -472.359, 21.162, 103.200
-192.392, -474.432, 21.018, 103.400
-192.762, -476.491, 20.870, 103.600
-193.125, -478.538, 20.739, 103.800
-193.483, -480.574, 20.642, 104.000
-193.835, -482.605, 20.589, 104.200
-194.183, -484.634, 20.584, 104.400
-194.527, -486.666, 20.620, 104.600
-194.870, -488.704, 20.688, 104.800
-195.209, -490.751, 20.773, 105.000
-195.546, -492.807, 20.863, 105.200
-195.881, -494.871, 20.946, 105.400
-196.213, -496.944, 21.009, 105.600
-196.542, -499.021, 21.048, 105.800
-196.868, -501.101, 21.058, 106.000
-197.190, -503.181, 21.040, 106.200
-197.509, -505.258, 21.001, 106.400
-197.823, -507.331, 20.948, 106.600
-198.134, -509.398, 20.890, 106.800
-198.441, -511.461, 20.837, 107.000
-198.744, -513.520, 20.795, 107.200
-199.044, -515.576, 20.770, 107.400
-199.340, -517.632, 20.762, 107.600
-199.634, -519.688, 20.772, 107.800
-199.925, -521.746, 20.795, 108.000
-200.213, -523.808, 20.827, 108.200
-200.499, -525.873, 20.862, 108.400
-200.783, -527.942, 20.888, 108.600
-201.063, -530.012, 20.890, 108.800
-201.341, -532.081, 20.855, 109.000
-201.614, -534.143, 20.777, 109.200
-201.884, -536.196, 20.660, 109.400
-202.148, -538.236, 20.510, 109.600
-202.408, -540.260, 20.340, 109.800
-202.662, -542.266, 20.161, 110.000
-202.912, -544.256, 19.986, 110.200
-203.156, -546.230, 19.824, 110.400
-203.396, -548.189, 19.683, 110.600
-203.632, -550.137, 19.567, 110.800
-203.863, -552.075, 19.476, 111.000
-204.090, -554.005, 19.407, 111.200
-204.314, -555.930, 19.354, 111.400
-204.535, -557.851, 19.309, 111.600
-204.752, -559.767, 19.264, 111.800
-204.965, -561.679, 19.212, 112.000
-205.175, -563.585, 19.147, 112.200
-205.381, -565.484, 19.069, 112.400
-205.583, -567.375, 18.976, 112.600
-205.782, -569.255, 18.870, 112.800
-205.976, -571.126, 18.757, 113.000
-206.167, -572.984, 18.639, 113.200
-206.353, -574.832, 18.521, 113.400
-206.535, -576.668, 18.408, 113.600
-206.713, -578.494, 18.301, 113.800
-206.887, -580.310, 18.204, 114.000
-207.056, -582.118, 18.115, 114.200
-207.222, -583.917, 18.034, 114.400
-207.384, -585.709, 17.960, 114.600
-207.542, -587.494, 17.888, 114.800
-207.696, -589.272, 17.818, 115.000
-207.846, -591.044, 17.746, 115.200
-207.992, -592.808, 17.671, 115.400
-208.134, -594.564, 17.591, 115.600
-208.271, -596.313, 17.507, 115.800
-208.404, -598.054, 17.420, 116.000
-208.533, -599.786, 17.330, 116.200
-208.657, -601.509, 17.238, 116.400
-208.777, -603.223, 17.146, 116.600
-208.892, -604.929, 17.056, 116.800
-209.002, -606.625, 16.969, 117.000
-209.107, -608.314, 16.884, 117.200
-209.208, -609.995, 16.802, 117.400
-209.303, -611.668, 16.722, 117.600
-209.393, -613.333, 16.645, 117.800
-209.478, -614.991, 16.570, 118.000
-209.557, -616.642, 16.494, 118.200
-209.631, -618.285, 16.419, 118.400
-209.698, -619.921, 16.344, 118.600
-209.760, -621.550, 16.267, 118.800
-209.815, -623.171, 16.189, 119.000
-209.864, -624.785, 16.111, 119.200
-209.905, -626.391, 16.032, 119.400
-209.939, -627.989, 15.953, 119.600
-209.966, -629.579, 15.874, 119.800
-209.984, -631.162, 15.796, 120.000
-209.994, -632.737, 15.718, 120.200
-209.995, -634.304, 15.642, 120.400
-209.986, -635.864, 15.567, 120.600
-209.967, -637.416, 15.492, 120.800
-209.935, -638.961, 15.418, 121.000
-209.889, -640.497, 15.345, 121.200
-209.828, -642.026, 15.272, 121.400
-209.750, -643.547, 15.200, 121.600
-209.655, -645.060, 15.127, 121.800
-209.542, -646.564, 15.055, 122.000
-209.411, -648.059, 14.983, 122.200
-209.264, -649.546, 14.912, 122.400
-209.102, -651.024, 14.841, 122.600
-208.925, -652.493, 14.770, 122.800
-208.734, -653.953, 14.699, 123.000
-208.528, -655.404, 14.627, 123.200
-208.309, -656.846, 14.557, 123.400
-208.076, -658.278, 14.486, 123.600
-207.830, -659.702, 14.415, 123.800
-207.571, -661.115, 14.344, 124.000
-207.298, -662.519, 14.274, 124.200
-207.013, -663.913, 14.204, 124.400
-206.716, -665.298, 14.135, 124.600
-206.406, -666.673, 14.066, 124.800
-206.084, -668.038, 13.998, 125.000
-205.752, -669.394, 13.931, 125.200
-205.408, -670.740, 13.865, 125.400
-205.053, -672.076, 13.799, 125.600
-204.687, -673.402, 13.734, 125.800
-204.309, -674.718, 13.668, 126.000
-203.918, -676.024, 13.603, 126.200
-203.513, -677.318, 13.538, 126.400
-203.093, -678.601, 13.473, 126.600
-202.661, -679.873, 13.409, 126.800
-202.213, -681.132, 13.344, 127.000
-201.750, -682.379, 13.279, 127.200
-201.273, -683.615, 13.216, 127.400
-200.780, -684.836, 13.151, 127.600
-200.270, -686.044, 13.087, 127.800
-199.746, -687.239, 13.024, 128.000
-199.203, -688.418, 12.960, 128.200
-198.643, -689.583, 12.898, 128.400
-198.067, -690.732, 12.836, 128.600
-197.472, -691.864, 12.772, 128.800
-196.857, -692.979, 12.710, 129.000
-196.226, -694.078, 12.650, 129.200
-195.574, -695.157, 12.586, 129.400
-194.902, -696.216, 12.525, 129.600
-194.213, -697.257, 12.465, 129.800
-193.507, -698.279, 12.406, 130.000
-192.780, -699.280, 12.343, 130.200
-192.035, -700.258, 12.282, 130.400
-191.273, -701.216, 12.222, 130.600
-190.490, -702.148, 12.159, 130.800
-189.687, -703.056, 12.098, 131.000
-188.867, -703.940, 12.040, 131.200
-188.031, -704.800, 11.982, 131.400
-187.176, -705.633, 11.920, 131.600
-186.304, -706.440, 11.862, 131.800
-185.417, -707.221, 11.806, 132.000
-184.515, -707.976, 11.749, 132.200
-183.597, -708.702, 11.688, 132.400
-182.664, -709.399, 11.631, 132.600
-181.718, -710.068, 11.575, 132.800
-180.760, -710.710, 11.519, 133.000
-179.788, -711.320, 11.458, 133.200
-178.804, -711.898, 11.400, 133.400
-177.809, -712.446, 11.344, 133.600
-176.804, -712.963, 11.288, 133.800
-175.788, -713.444, 11.226, 134.000
-174.763, -713.890, 11.170, 134.200
-173.729, -714.302, 11.116, 134.400
-172.689, -714.682, 11.062, 134.600
-171.644, -715.031, 11.010, 134.800
-170.593, -715.343, 10.951, 135.000
-169.538, -715.620, 10.898, 135.200
-168.480, -715.864, 10.846, 135.400
-167.421, -716.077, 10.796, 135.600
-166.361, -716.262, 10.745, 135.800
-165.302, -716.418, 10.693, 136.000
-164.244, -716.542, 10.637, 136.200
-163.188, -716.635, 10.587, 136.400
-162.134, -716.699, 10.554, 136.600
-161.081, -716.735, 10.553, 136.800
-160.024, -716.744, 10.593, 137.000
-158.961, -716.720, 10.666, 137.200
-157.890, -716.665, 10.776, 137.400
-156.808, -716.579, 10.912, 137.600
-155.714, -716.462, 11.065, 137.800
-154.608, -716.314, 11.224, 138.000
-153.491, -716.135, 11.383, 138.200
-152.365, -715.922, 11.530, 138.400
-151.232, -715.674, 11.671, 138.600
-150.092, -715.392, 11.803, 138.800
-148.947, -715.079, 11.926, 139.000
-147.801, -714.731, 12.037, 139.200
-146.654, -714.349, 12.144, 139.400
-145.507, -713.936, 12.245, 139.600
-144.361, -713.493, 12.327, 139.800
